nplid;namn;atc_kod;form;form_kod;styrka
19930629000137;Relifex®;M01AX01;Filmdragerad tablett;FICOTA;500 mg
19930629000144;Relifex®;M01AX01;Löslig tablett;SOLTAB;1 g
19930630000072;Immunate;B02BD02;Pulver och vätska till injektionsvätska, lösning;PSSOIJ;250 IE
19930630000089;Paludrine®;P01BB01;Tablett;TABLET;100 mg
19930630000096;Omniscan;V08CA03;Injektionsvätska, lösning;SOLINJ;0,5 mmol/ml
19930630000102;Ismo®;C01DA14;Tablett;TABLET;10 mg
19930630000119;Immunate;B02BD02;Pulver och vätska till injektionsvätska, lösning;PSSOIJ;500 IE
19930630000126;Immunate;B02BD02;Pulver och vätska till injektionsvätska, lösning;PSSOIJ;1000 IE
19930702000016;Piroxicam Mylan;M01AC01;Tablett;TABLET;10 mg
19930702000023;Piroxicam Mylan;M01AC01;Tablett;TABLET;20 mg
19930904000012;Sporanox;J02AC02;Kapsel, hård;CAPHAR;100 mg
19930904000029;Pulmozyme®;R05CB13;Lösning för nebulisator;NEBRSO;1 mg/ml
19930909000017;Gammonativ;J06BA02;Pulver till infusionsvätska, lösning;POSOIF;
19930910000013;Locoid Crelo;D07AB02;Kutan emulsion;CUTEMU;0,1 %
19930910000020;Flutivate®;D07AC17;Salva;OINTME;0,005 %
19930910000037;Flutivate®;D07AC17;Kräm;CREAM;0,05 %
19930910000044;Blocadren® Depot;S01ED01;Depotögondroppar;EDPRRE;2,5 mg/ml
19930910000051;Blocadren® Depot;S01ED01;Depotögondroppar;EDPRRE;5 mg/ml
19930910000068;Daivonex®;D05AX02;Kräm;CREAM;50 mikrogram/g
19930924000016;Ursoferran® vet.;QB03AC;Injektionsvätska, lösning;SOLINJ;200 mg/ml
19930924000023;Sotalol Viatris;C07AA07;Tablett;TABLET;80 mg
19930924000030;Sotalol Mylan;C07AA07;Tablett;TABLET;160 mg
19931008000014;CAPD/DPCA 10;B05DA;Peritonealdialysvätska;SOPEDI;
19931008000021;CAPD/DPCA 11;B05DB;Peritonealdialysvätska;SOPEDI;
19931008000038;CAPD/DPCA 12;B05DB;Peritonealdialysvätska;SOPEDI;
19931008000045;Evorel®;G03CA03;Depotplåster;TRAPAT;50 mikrogram/24 timmar
19931008000052;Kytril®;A04AA02;Filmdragerad tablett;FICOTA;1 mg
19931008000069;Nitrolingual®;C01DA02;Sublingualspray;SULISP;0,4 mg/dos
19931008000076;Evorel®;G03CA03;Depotplåster;TRAPAT;25 mikrogram/24 timmar
19931021000015;Iscador M;L;Injektionsvätska, lösning;SOLINJ;0,01 mg + 0,1 mg + 1 mg
19931021000022;Iscador P;L;Injektionsvätska, lösning;SOLINJ;0,01 mg + 0,1 mg + 1 mg
19931021000039;Iscador Qu;L;Injektionsvätska, lösning;SOLINJ;0,01 mg + 0,1 mg + 1 mg
19931022000014;Imigran®;N02CC01;Tablett;TABLET;100 mg
19931022000021;Naprosyn® Entero;M01AE02;Enterotablett;GARETA;500 mg
19931022000038;Ticlid;B01AC05;Tablett;TABLET;250 mg
19931022000045;Curosurf;R07AA02;Instillationsvätska för luftvägarna, suspension;ETPISU;80 mg/ml
19931022000052;Suprane;N01AB07;Inhalationsånga, vätska;INVALI;
19931022000076;Lestid®;C10AC02;Tablett;TABLET;1 g
19931022000083;Meningovax A+C;J07AH03;Pulver och vätska till injektionsvätska, lösning;PSSOIJ;
19931022000090;Loceryl®;D01AE16;Medicinskt nagellack;MENALA;5 %
19931022000106;Cimetidin SmithKline Beecham;A02BA01;Tablett;TABLET;200 mg
19931022000113;Ketogan Novum®;N02AB01;Injektionsvätska, lösning;SOLINJ;5 mg/ml
19931022000120;Ketogan Novum med konserveringsmedel;N02AB01;Injektionsvätska, lösning;SOLINJ;5 mg/ml
19931022000137;Imigran®;N02CC01;Tablett;TABLET;50 mg
19931022000144;Geavir®;J05AB01;Pulver till infusionsvätska, lösning;POSOIF;
19931022000151;Pevaryl®;G01AF05;Vagitorium och kräm;VGTCRE;150 mg + 1 %
19931028000018;Eposin;L01CB01;Koncentrat till infusionsvätska, lösning;COSINF;20 mg/ml
19931105000016;Narcoxyl® vet.;QN05CM92;Injektionsvätska, lösning;SOLINJ;20 mg/ml
19931105000023;Isoptin® Retard;C08DA01;Depottablett;PRRETA;180 mg
19931118000010;Helixor A;L;Injektionsvätska, lösning;SOLINJ;1 mg + 5 mg + 10 mg
19931118000027;Helixor P;L;Injektionsvätska, lösning;SOLINJ;1 mg + 5 mg + 10 mg
19931118000034;Helixor M;L;Injektionsvätska, lösning;SOLINJ;1 mg + 5 mg + 10 mg
19931118000058;Enzythym;L;Injektionsvätska, lösning;SOLINJ;
19931119000026;Leustatin;L01BB04;Koncentrat till infusionsvätska, lösning;COSINF;1 mg/ml
19931119000033;Ranitidin Mylan;A02BA02;Filmdragerad tablett;FICOTA;150 mg
19931119000040;Naprosyn® Entero;M01AE02;Enterotablett;GARETA;250 mg
19931126000019;Eprex®;B03XA01;Injektionsvätska, lösning i förfylld spruta;SOIJPS;2000 IE/ml
19931126000026;Eprex®;B03XA01;Injektionsvätska, lösning i förfylld spruta;SOIJPS;4000 IE/ml
19931126000033;Eprex®;B03XA01;Injektionsvätska, lösning i förfylld spruta;SOIJPS;10 000 IE/ml
19931203000017;Leucogen vet., vaccin mot kattleukos;QI06AA01;Injektionsvätska, lösning;SOLINJ;
19931203000024;Norprolac®;G02CB04;Tablett;TABLET;25 mikrogram + 50 mikrogram
19931203000048;Norprolac®;G02CB04;Tablett;TABLET;75 mikrogram
19931203000055;Norprolac®;G02CB04;Tablett;TABLET;150 mikrogram
19931203000062;Synerpril®;C09BA02;Tablett;TABLET;20 mg/6 mg
19931203000079;Ansatipin®;J04AB04;Kapsel, hård;CAPHAR;150 mg
19931203000086;Zestoretic;C09BA03;Tablett;TABLET;10 mg/12,5 mg
19931203000093;Fotil;S01ED51;Ögondroppar, lösning i endosbehållare;EDSSDC;5 mg/ml + 20 mg/ml
19931203000109;Fotil forte;S01ED51;Ögondroppar, lösning i endosbehållare;EDSSDC;5 mg/ml + 40 mg/ml
19931203000116;Mononine®;B02BD04;Pulver och vätska till injektions-/infusionsvätska, lösning;PSSIJF;100 IE/ml
19931203000123;Ketaminol® vet.;QN01AX03;Injektionsvätska, lösning;SOLINJ;50 mg/ml
19931203000130;Actisite;A01AB13;TRÅD FÖR DENTALT BRUK;TRFDB;0,52 mg/cm dent.tråd
19931203000154;Havrix®;J07BC02;Injektionsvätska, suspension;SUSINJ;1440 ELISA U/ml
19931217000010;Klacid;J01FA09;Granulat till oral suspension;GRORSU;25 mg/ml
19931217000034;Bovikalc® vet.;QA12AA20;Intraruminalinlägg, kontinuerlig frisättning;CRIRUD;43 g
19931217000058;Ketaminol® vet.;QN01AX03;Injektionsvätska, lösning;SOLINJ;100 mg/ml
19931217000065;Cyklokapron®;B02AA02;Brustablett;EFFTAB;1 g
19931230000011;Risperdal®;N05AX08;Filmdragerad tablett;FICOTA;1 mg
19931230000028;Risperdal®;N05AX08;Filmdragerad tablett;FICOTA;2 mg
19931230000035;Risperdal®;N05AX08;Filmdragerad tablett;FICOTA;3 mg
19931230000042;Risperdal®;N05AX08;Filmdragerad tablett;FICOTA;4 mg
19931230000059;Belivon;N05AX08;Filmdragerad tablett;FICOTA;1 mg
19931230000066;Belivon;N05AX08;Filmdragerad tablett;FICOTA;2 mg
19931230000073;Belivon;N05AX08;Filmdragerad tablett;FICOTA;3 mg
19931230000080;Belivon;N05AX08;Filmdragerad tablett;FICOTA;4 mg
19931230000097;Kalcitena;A12AA04;Brustablett;EFFTAB;500 mg Ca2+
19931230000103;Fluress;S01JA51;Ögondroppar, lösning;EYDRSO;2,5 mg/ml + 4 mg/ml
19940128000019;Trivina®;G03FB06;Tablett;TABLET;
19940128000033;Klean-prep;A06AD65;Pulver till oral lösning;POORSO;
19940128000040;Pepcid;A02BA03;Tablett;TABLET;10 mg
19940128000057;Stilnoct;N05CF02;Filmdragerad tablett;FICOTA;5 mg
19940128000064;Stilnoct;N05CF02;Filmdragerad tablett;FICOTA;10 mg
19940128000071;Echovist®;V08DA02;Pulver och vätska till injektionsvätska, suspension;PSSUIJ;200 mg/ml
19940128000088;Lamictal®;N03AX09;Tablett;TABLET;25 mg
19940128000095;Lamictal®;N03AX09;Tablett;TABLET;50 mg
19940128000101;Lamictal®;N03AX09;Tablett;TABLET;100 mg
19940128000118;Lamictal®;N03AX09;Tablett;TABLET;200 mg
19940128000125;Mianserin Viatris;N06AX03;Filmdragerad tablett;FICOTA;10 mg
19940128000132;Mianserin Viatris;N06AX03;Filmdragerad tablett;FICOTA;30 mg
19940211000018;Dipentum;A07EC03;Tablett;TABLET;500 mg
19940211000025;Alprazolam Mylan;N05BA12;Tablett;TABLET;0,25 mg
19940211000032;Alprazolam Mylan;N05BA12;Tablett;TABLET;0,5 mg
19940211000049;Alprazolam Mylan;N05BA12;Tablett;TABLET;1 mg
19940211000056;Rimexel;H02AB12;Pulver och vätska till injektionsvätska, lösning;PSSOIJ;40 mg
19940225000011;Duvaxyn® Plus vet.;QI05AL01;Injektionsvätska, lösning;SOLINJ;
19940225000028;Paracox®-8 vet.;QI01AN01;Suspension till oral suspension;SUORSU;
19940225000035;Biocom-P vet.vaccin mot virusenterit,botulism samt;QI20CL01;INJEKTIONSVÄTSKA;INJVÄ;
19940225000042;Adequanin® vet.;QM01AX12;Injektionsvätska, lösning;SOLINJ;250 mg/ml
19940225000066;Uromitexan® (med konserveringsmedel);V03AF01;Injektionsvätska, lösning;SOLINJ;100 mg/ml
19940311000017;Fareston®;L02BA02;Tablett;TABLET;60 mg
19940311000024;Nikotugg;N07BA01;Medicinskt tuggummi;MECHGU;2 mg
19940311000031;Nikotugg;N07BA01;Medicinskt tuggummi;MECHGU;4 mg
19940325000010;Neurontin®;N02BF01;Kapsel, hård;CAPHAR;300 mg
19940325000027;Neurontin®;N02BF01;Kapsel, hård;CAPHAR;400 mg
19940325000034;Exspot® vet.;QP53AC04;Spot-on, lösning;SPONSO;715 mg/ml
19940325000041;Triatec® comp mite;C09BA05;Tablett;TABLET;2,5 mg/12,5 mg
19940325000058;Triatec® comp;C09BA05;Tablett;TABLET;5 mg/25 mg
19940325000065;Humatrope®;H01AC01;Pulver och vätska till injektionsvätska, lösning;PSSOIJ;6 mg
19940325000072;Humatrope®;H01AC01;Pulver och vätska till injektionsvätska, lösning;PSSOIJ;12 mg
19940325000089;Humatrope®;H01AC01;Pulver och vätska till injektionsvätska, lösning;PSSOIJ;24 mg
19940325000096;Aurorix®;N06AG02;Filmdragerad tablett;FICOTA;300 mg
19940408000012;Voltaren® Ophtha;S01BC03;Ögondroppar, lösning i endosbehållare;EDSSDC;1 mg/ml
19940408000029;Adenocor;C01EB10;Injektionsvätska, lösning;SOLINJ;3 mg/ml
19940408000036;Stamaril®;J07BL01;Pulver och vätska till injektionsvätska, suspension;PSSUIJ;
19940422000012;Scintimun Granulocyte;V09HA03;Beredningssats för radioaktivt läkemedel;KIRAPR;1 mg
19940422000029;Ivomec SR vet.;QP54AA01;DEPOTBOLI;DEPBO;1,72 g
19940422000036;Tilavist®;S01GX04;Ögondroppar, lösning;EYDRSO;20 mg/ml
19940422000043;NiQuitin®;N07BA01;Depotplåster;TRAPAT;7 mg/24 timmar
19940422000050;NiQuitin®;N07BA01;Depotplåster;TRAPAT;14 mg/24 timmar
19940422000067;NiQuitin®;N07BA01;Depotplåster;TRAPAT;21 mg/24 timmar
19940422000074;Geavir®;S01AD03;Ögonsalva;EYEOIN;3 %
19940422000081;Apamid;A10BB07;Tablett;TABLET;2,5 mg
19940422000098;Apamid;A10BB07;Tablett;TABLET;5 mg
19940506000013;Nicorette®;N07BA01;Nässpray, lösning;NASPSO;0,5 mg/dos
19940506000020;Bimotrim vet.;QJ01EW13;Injektionsvätska, lösning;SOLINJ;200 mg/ml + 40 mg/ml
19940506000037;Lecrolyn;S01GX01;Ögondroppar, lösning;EYDRSO;40 mg/ml
19940506000044;Lecrolyn;S01GX01;Ögondroppar, lösning i endosbehållare;EDSSDC;40 mg/ml
19940603000015;Ostac®;M05BA02;Filmdragerad tablett;FICOTA;520 mg
19940603000022;Trimediazin vet.;QJ01EW10;Oralt pulver;ORAPOW;250 mg/g + 50 mg/g
19940603000039;Klacid;J01FA09;Tablett;TABLET;500 mg
19940603000046;Primodium®;A07DA05;Tablett;TABLET;1 mg
19940617000018;Mercilon®;G03AA09;Tablett;TABLET;
19940617000025;Glucobay;A10BF01;Tablett;TABLET;50 mg
19940617000032;Glucobay;A10BF01;Tablett;TABLET;100 mg
19940617000063;Vicks Expector;R05CA03;Oral lösning;ORASOL;13 mg/ml
19940617000070;Mercilon® 28;G03AA09;Tablett;TABLET;
19940629000013;Bezalip® Retard;C10AB02;Depottablett;PRRETA;400 mg
19940629000020;Innohep®;B01AB10;Injektionsvätska, lösning;SOLINJ;20 000 anti-Xa IE/ml
19940629000037;Captopril Mylan;C09AA01;Tablett;TABLET;12,5 mg
19940629000044;Captopril Viatris;C09AA01;Tablett;TABLET;25 mg
19940629000051;Captopril Viatris;C09AA01;Tablett;TABLET;50 mg
19940629000068;Betabion;A11DA01;Injektionsvätska, lösning;SOLINJ;50 mg/ml
19940629000075;Madopark® Quick;N04BA02;Dispergerbar tablett;DISTAB;100 mg/25 mg
19940629000082;Neurontin®;N02BF01;Kapsel, hård;CAPHAR;100 mg
19940629000099;Innohep®;B01AB10;Injektionsvätska, lösning i förfylld spruta;SOIJPS;20000 anti-Xa IE/ml
19940726000015;Pevaryl® Depot;G01AF05;Vagitorium och kräm;VGTCRE;150 mg + 1 %
19940826000014;Diprivan®;N01AX10;Injektionsvätska/infusionsvätska, emulsion;EMINIF;20 mg/ml
19940826000021;Zomacton;H01AC01;Pulver och vätska till injektionsvätska, lösning;PSSOIJ;4 mg
19940902000013;Myoview;V09GA02;Beredningssats för radioaktivt läkemedel;KIRAPR;230 mikrogram
19940902000020;Famvir®;J05AB09;Filmdragerad tablett;FICOTA;250 mg
19940902000037;Octreoscan;V09IB01;Beredningssats för radioaktivt läkemedel;KIRAPR;111 MBq/ml
19940902000044;Rocephalin®;J01DD04;Pulver och vätska till injektionsvätska, lösning;PSSOIJ;1 g
19940902000051;Rocephalin® med lidokain;J01DD54;Pulver och vätska till injektionsvätska, lösning;PSSOIJ;1 g
19940902000068;Rocephalin®;J01DD04;Pulver till infusionsvätska, lösning;POSOIF;2 g
19940902000075;Cozaar®;C09CA01;Filmdragerad tablett;FICOTA;50 mg
19940902000082;Endorem;V08CB03;Koncentrat till infusionsvätska, suspension;COSUIF;11,2 mg Fe/ml
19940909000016;Gambrosol 40 L med 15mg/ml glukos;B05DA;Peritonealdialysvätska;SOPEDI;
19940909000023;Gambrosol 40 M med 25 mg/ml glukos;B05DB;Peritonealdialysvätska;SOPEDI;
19940909000030;Gambrosol 40 H med 40 mg/ml glukos;B05DB;Peritonealdialysvätska;SOPEDI;
19940909000047;Pentasa;A07EC02;Depottablett;PRRETA;500 mg
19940909000054;Colifoam;A07EA02;Rektalskum;RECFOA;10 %
19940909000061;Sandimmun Neoral®;L04AD01;Kapsel, mjuk;CAPSOF;25 mg
19940909000078;Sandimmun Neoral®;L04AD01;Kapsel, mjuk;CAPSOF;50 mg
19940909000085;Sandimmun Neoral®;L04AD01;Kapsel, mjuk;CAPSOF;100 mg
19940909000092;Sandimmun Neoral®;L04AD01;Oral lösning;ORASOL;100 mg/ml
19940923000016;Imovax® Polio;J07BF03;Injektionsvätska, suspension;SUSINJ;
19940923000023;Microcid®;D08AX01;Kräm;CREAM;1 %
19941017000028;Selegilin Mylan;N04BD01;Tablett;TABLET;5 mg
19941017000035;Selegilin Mylan;N04BD01;Tablett;TABLET;10 mg
19941017000042;Synulox® vet.;QJ01CR02;Tablett;TABLET;400 mg/100 mg
19941017000059;Serevent® Diskus®;R03AC12;Inhalationspulver, avdelad dos;INPOPD;50 mikrogram/dos
19941017000073;Varilrix®;J07BK01;Pulver och vätska till injektionsvätska, lösning;PSSOIJ;
19941028000017;Nicotinell Mint;N07BA01;Medicinskt tuggummi;MECHGU;2 mg
19941028000024;Nicotinell Mint;N07BA01;Medicinskt tuggummi;MECHGU;4 mg
19941028000031;Maxidon;N02AA01;Depotkapsel, hård;PRRECH;10 mg
19941028000048;Maxidon;N02AA01;Depotkapsel, hård;PRRECH;30 mg
19941028000055;Maxidon;N02AA01;Depotkapsel, hård;PRRECH;60 mg
19941028000062;Maxidon;N02AA01;Depotkapsel, hård;PRRECH;100 mg
19941028000079;Maxidon;N02AA01;Depotkapsel, hård;PRRECH;200 mg
19941028000086;Artonil®;A02BA02;Filmdragerad tablett;FICOTA;150 mg
19941028000093;Artonil®;A02BA02;Filmdragerad tablett;FICOTA;300 mg
19941028000109;Nix®;P03AC04;Kräm;CREAM;5 %
19941028000116;Panodil®;N02BE01;Pulver till oral lösning i dospåse;POSOSA;500 mg
19941028000123;Evorel®;G03CA03;Depotplåster;TRAPAT;100 mikrogram/24 timmar
19941111000016;Ranitidin Mylan;A02BA02;Filmdragerad tablett;FICOTA;300 mg
19941111000023;ReoPro®;B01AC13;Injektions-/infusionsvätska, lösning;SOIJIF;2 mg/ml
19941111000030;Monoket OD;C01DA14;Depotkapsel, hård;PRRECH;25 mg
19941125000019;Galastop Vet.;QG02CB03;Orala droppar, lösning;ORDRSO;50 mikrogram/ml
19941125000026;Vetrimoxin® vet.;QJ01CA04;Oral pasta;ORAPAS;20 mg/g
19941125000033;Vetrimoxin® vet.;QJ01CA04;Tablett;TABLET;150 mg
19941125000040;Antirobe® vet.;QJ01FF01;Kapsel, hård;CAPHAR;25 mg
19941128000016;Carboplatin Pfizer;L01XA02;Koncentrat till infusionsvätska, lösning;COSINF;10 mg/ml
19941128000023;GONAL-f®;G03GA05;Pulver och vätska till injektionsvätska, lösning;PSSOIJ;75 IE
19941128000030;GONAL-f®;G03GA05;Pulver och vätska till injektionsvätska, lösning;PSSOIJ;150 IE
19941205000014;Carboplatin Rivopharm;L01XA02;Koncentrat till infusionsvätska, lösning;COSINF;10 mg/ml
19941205000021;Pramace®;C09AA05;Tablett;TABLET;10 mg
19941219000017;Durogesic®;N02AB03;Depotplåster;TRAPAT;25 mikrogram/timme
19941219000024;Durogesic®;N02AB03;Depotplåster;TRAPAT;50 mikrogram/timme
19941219000031;Durogesic®;N02AB03;Depotplåster;TRAPAT;75 mikrogram/timme
19941219000048;Durogesic®;N02AB03;Depotplåster;TRAPAT;100 mikrogram/timme
19941219000055;Xatral;G04CA01;Filmdragerad tablett;FICOTA;2,5 mg
19941219000062;Xatral;G04CA01;Depottablett;PRRETA;5 mg
19941219000079;Esmeron®;M03AC09;Injektionsvätska, lösning;SOLINJ;10 mg/ml
19941219000086;Minitran;C01DA02;Depotplåster;TRAPAT;5 mg/24 timmar
19941219000093;Minitran;C01DA02;Depotplåster;TRAPAT;10 mg/24 timmar
19941219000109;Minitran;C01DA02;Depotplåster;TRAPAT;15 mg/24 timmar
19941219000116;Spektramox®;J01CR02;Filmdragerad tablett;FICOTA;250 mg/125 mg
19941219000123;Spektramox®;J01CR02;Filmdragerad tablett;FICOTA;500 mg/125 mg
19941219000147;Trusopt®;S01EC03;Ögondroppar, lösning;EYDRSO;20 mg/ml
19941219000154;Iopidine;S01EA03;Ögondroppar, lösning;EYDRSO;5 mg/ml
19941227000016;Ido-C®;A11GA01;Tuggtablett;CHETAB;1 g
19941227000023;Orelox®;J01DD13;Tablett;TABLET;200 mg
19941229000014;Neurolite;V09AA02;Beredningssats för radioaktivt läkemedel;KIRAPR;0,9 mg
19941229000021;Loperamid Viatris;A07DA03;Kapsel, hård;CAPHAR;2 mg
19941230000010;Multiferon;L03AB01;Injektionsvätska, lösning;SOLINJ;6 milj IE/ml
19950119000010;Tisseel Duo Quick;B02BC30;Lösningar till vävnadslim;SOLSEL;
19950119000027;Tisseel kit;B02BC30;Vävnadslim;SEALAN;
19950119000034;Zoloft®;N06AB06;Filmdragerad tablett;FICOTA;50 mg
19950119000041;Zoloft®;N06AB06;Filmdragerad tablett;FICOTA;100 mg
19950125000011;Zinacef®;J01DC02;Pulver till infusionsvätska, lösning;POSOIF;1,5 g
19950127000019;Ursofalk®;A05AA02;Kapsel, hård;CAPHAR;250 mg
19950127000026;Fludara®;L01BB05;Pulver till injektions-/infusionsvätska, lösning;POSOII;50 mg
19950127000033;Meronem®;J01DH02;Pulver till injektions-/infusionsvätska, lösning;POSOII;1 g
19950201000010;Asacol®;A07EC02;Suppositorium;SUPPOS;500 mg
19950215000044;Cefalexin Mylan;J01DB01;Tablett;TABLET;500 mg
19950215000051;Prodon®;M01AE03;Depotkapsel, hård;PRRECH;200 mg
19950215000068;Amoxicillin Mylan;J01CA04;Tablett;TABLET;750 mg
19950215000075;Gammanorm®;J06BA01;Injektionsvätska, lösning;SOLINJ;165 mg/ml
19950224000011;Nobivac® Tricat vet.;QI06AD04;Frystorkat pulver och vätska till injektionsvätska, suspension;LSSUIJ;
19950224000028;Nobivac® DHPPi vet.;QI07AD04;Pulver och vätska till injektionsvätska, suspension;PSSUIJ;
19950301000019;Isofluran Baxter;N01AB06;Inhalationsånga, vätska;INVALI;
19950315000012;Synvisc;M09AX01;Injektionsvätska, lösning;SOLINJ;8 mg/ml
19950315000029;Clivarin;B01AB08;Injektionsvätska, lösning i förfylld spruta;SOIJPS;1432 anti-Xa IE/0,25 ml
19950315000043;Nicotinell Fruit;N07BA01;Medicinskt tuggummi;MECHGU;2 mg
19950315000050;Nicotinell Fruit;N07BA01;Medicinskt tuggummi;MECHGU;4 mg
19950315000067;Evorel®;G03CA03;Depotplåster;TRAPAT;75 mikrogram/24 timmar
19950317000010;Erwinase®;L01XX02;Pulver till injektionsvätska, lösning;POSOIJ;
19950317000027;Entocort®;A07EA06;Depotkapsel, hård;PRRECH;3 mg
19950322000012;Fentanyl Meda;N01AH01;Injektionsvätska, lösning;SOLINJ;50 mikrogram/ml
19950322000029;Duvaxyn® vet.;QI05AA01;Injektionsvätska, lösning;SOLINJ;
19950329000015;Valtrex®;J05AB11;Filmdragerad tablett;FICOTA;500 mg
19950329000022;Valtrex;J05AB11;Filmdragerad tablett;FICOTA;1000 mg
19950329000039;Caress®;D02AE01;Kräm;CREAM;5 %
19950329000046;Zoladex®;L02AE03;Implantat i förfylld spruta;IMPPFS;10,8 mg
19950329000053;Sotalol Viatris;C07AA07;Tablett;TABLET;40 mg
19950406000013;Canesten®;G01AF02;Vaginaltablett och kräm;VGTACR;500 mg + 10 mg/g
19950412000014;Cytarabine Pfizer;L01BC01;Injektions-/infusionsvätska, lösning;SOIJIF;20 mg/ml
19950412000021;Cytarabine Pfizer;L01BC01;Injektions-/infusionsvätska, lösning;SOIJIF;100 mg/ml
19950412000038;Vincristine Pharmacia;L01CA02;Injektionsvätska, lösning;SOLINJ;1 mg/ml
19950412000045;Methotrexate Pharmacia;L01BA01;Injektions-/infusionsvätska, lösning;SOIJIF;25 mg/ml
19950412000052;Aleve;M01AE02;Filmdragerad tablett;FICOTA;200 mg
19950412000069;Talcid;A02AD04;Oral suspension;ORASUS;100 mg/ml
19950412000076;Talcid;A02AD04;Tuggtablett;CHETAB;500 mg
19950412000083;Nicorette® Citrus;N07BA01;Medicinskt tuggummi;MECHGU;2 mg
19950412000090;Nicorette® Citrus;N07BA01;Medicinskt tuggummi;MECHGU;4 mg
19950412000106;Granocyte®;L03AA10;Pulver och vätska till injektions-/infusionsvätska, lösning;PSSIJF;13 miljoner IE/ml
19950426000017;Ido-C® Apelsin;A11GA01;Brustablett;EFFTAB;1 g
19950426000024;Zyrlex®;R06AE07;Oral lösning;ORASOL;1 mg/ml
19950426000031;Voltaren® T;M01AB05;Dragerad tablett;COATAB;25 mg
19950504000014;Fortum®;J01DD02;Pulver till infusionsvätska, lösning;POSOIF;
19950512000013;Taloxa®;N03AX10;Tablett;TABLET;400 mg
19950512000020;Taloxa®;N03AX10;Tablett;TABLET;600 mg
19950512000037;Taloxa®;N03AX10;Oral suspension;ORASUS;120 mg/ml
19950512000044;Gemzar®;L01BC05;Pulver till infusionsvätska, lösning;POSOIF;200 mg
19950512000051;Gemzar®;L01BC05;Pulver till infusionsvätska, lösning;POSOIF;1 g
19950512000068;Canef®;C10AA04;Kapsel, hård;CAPHAR;20 mg
19950512000075;Canef®;C10AA04;Kapsel, hård;CAPHAR;40 mg
19950512000082;Fosamax®;M05BA04;Tablett;TABLET;10 mg
19950512000099;Lescol®;C10AA04;Kapsel, hård;CAPHAR;20 mg
19950512000105;Lescol®;C10AA04;Kapsel, hård;CAPHAR;40 mg
19950517000018;Kenacombin® Novum;D07XB02;Kräm;CREAM;
19950517000025;Dikloxacillin Meda;J01CF01;Kapsel, hård;CAPHAR;250 mg
19950517000032;Dikloxacillin Meda;J01CF01;Kapsel, hård;CAPHAR;500 mg
19950517000049;Imdur®;C01DA14;Depottablett;PRRETA;120 mg
19950522000010;Pulmicort®;R03BA02;Suspension för nebulisator;NEBRSU;0,125 mg/ml
19950522000027;Pulmicort®;R03BA02;Suspension för nebulisator;NEBRSU;0,25 mg/ml
19950522000034;Pulmicort®;R03BA02;Suspension för nebulisator;NEBRSU;0,5 mg/ml
19950524000018;Kestine;R06AX22;Filmdragerad tablett;FICOTA;10 mg
19950524000025;DaunoXome®;L01DB02;Koncentrat till infusionsvätska, lösning;COSINF;2 mg/ml
19950524000032;Vancomycin Xellia;A07AA09;Kapsel, hård;CAPHAR;125 mg
19950524000049;Accupro;C09AA06;Filmdragerad tablett;FICOTA;40 mg
19950524000056;Flutide® Diskus®;R03BA05;Inhalationspulver, avdelad dos;INPOPD;50 mikrogram/dos
19950524000063;Flutide® Diskus®;R03BA05;Inhalationspulver, avdelad dos;INPOPD;100 mikrogram/dos
19950524000070;Flutide® Diskus®;R03BA05;Inhalationspulver, avdelad dos;INPOPD;250 mikrogram/dos
19950524000087;Flutide® Diskus®;R03BA05;Inhalationspulver, avdelad dos;INPOPD;500 mikrogram/dos
19950524000094;Zocord®;C10AA01;Filmdragerad tablett;FICOTA;40 mg
19950524000117;Risperdal®;N05AX08;Oral lösning;ORASOL;1 mg/ml
19950607000010;Ronaxan vet.;QJ01AA02;Tablett;TABLET;20 mg
19950607000027;Ronaxan vet.;QJ01AA02;Tablett;TABLET;100 mg
19950607000034;Nutrineal PD4 1,1 % Aminosyror;B05DB;Peritonealdialysvätska;SOPEDI;
19950609000018;Cydectin® vet;QP54AB02;Injektionsvätska, lösning;SOLINJ;10 mg/ml
19950616000018;Torem®;C03CA04;Tablett;TABLET;10 mg
19950618000016;Neotigason®;D05BB02;Kapsel, hård;CAPHAR;10 mg
19950618000023;Neotigason®;D05BB02;Kapsel, hård;CAPHAR;25 mg
19950621000010;MIBG (I-131) GE Healthcare;V09IX02;Injektions-/infusionsvätska, lösning;SOIJIF;9,25 - 18,50 MBq/ml
19950621000027;MIBG (I-131) GE Healthcare;V09IX02;Injektions-/infusionsvätska, lösning;SOIJIF;185 - 740 MBq/ml
19950621000034;Fraxiparine;B01AB06;Injektionsvätska, lösning;SOLINJ;9500 anti-Xa IE/ml
19950621000041;Precosa;A07FA02;Kapsel, hård;CAPHAR;250 mg
19950621000058;Precosa;A07FA02;Pulver till oral suspension, dospåse;POSUSA;250 mg
19950621000096;Isovorin®;V03AF04;Injektionsvätska, lösning;SOLINJ;10 mg/ml
19950621000102;Fludent®;A01AA01;Medicinskt tuggummi;MECHGU;0,25 mg
19950621000119;Targocid®;J01XA02;Pulver till injektions-/infusionsvätska, lösning;POSOII;200 mg
19950621000126;Targocid®;J01XA02;Pulver till injektions-/infusionsvätska, lösning;POSOII;400 mg
19950628000013;Xanor® Depot;N05BA12;Depottablett;PRRETA;0,5 mg
